Y-Waveform
0.000000, -138.267792
0.050000, -398.223419
0.100000, -388.023895
0.150000, -257.614960
0.200000, -341.913727
0.250000, -343.986969
0.300000, -304.958130
0.350000, -350.368958
0.400000, -320.157410
0.450000, -329.400085
0.500000, -333.596985
0.550000, -318.954132
0.600000, -345.788422
0.650000, -320.182434
0.700000, -328.060120
0.750000, -334.272095
0.800000, -320.850647
0.850000, -337.867981
0.900000, -318.567932
0.950000, -330.252197
1.000000, -333.273132
1.050000, -315.718384
1.100000, -335.110779
1.150000, -322.913544
1.200000, -331.243927
1.250000, -340.687531
1.300000, -333.152863
1.350000, -346.007843
1.400000, -319.520111
1.450000, -324.806854
1.500000, -348.155304
1.550000, -331.066589
1.600000, -333.747345
1.650000, -333.781677
1.700000, -335.560181
1.750000, -334.134521
1.800000, -326.417145
1.850000, -337.456482
1.900000, -329.732544
1.950000, -325.926605
2.000000, -315.499756
2.050000, -263.274811
2.100000, -191.050201
2.150000, -150.331161
2.200000, -260.414856
2.250000, -403.000763
2.300000, -320.254150
2.350000, -166.326141
2.400000, -173.806458
2.450000, -199.124847
2.500000, -149.228424
2.550000, -104.917656
2.600000, -33.454735
2.650000, 3.606665
2.700000, -62.575825
2.750000, -101.020447
2.800000, -95.534546
2.850000, -121.325951
2.900000, -183.813354
2.950000, -189.257339
3.000000, -133.874237
3.050000, -194.757736
3.100000, -170.705688
3.150000, -9.624821
3.200000, -44.076286
3.250000, -60.464058
3.300000, -38.684891
3.350000, -130.364578
3.400000, -75.462265
3.450000, -49.275707
3.500000, -115.222031
3.550000, -92.171280
3.600000, -98.023956
3.650000, -90.331299
3.700000, -88.856155
3.750000, -101.837151
3.800000, -84.419373
3.850000, -116.187988
3.900000, -101.986984
3.950000, -88.167587
4.000000, -115.262085
4.050000, -93.907776
4.100000, -100.317642
4.150000, -105.628906
4.200000, -95.695625
4.250000, -104.379517
4.300000, -100.745140
4.350000, -115.251114
4.400000, -112.010803
4.450000, -96.986496
4.500000, -101.965759
4.550000, -96.752769
4.600000, -106.266663
4.650000, -108.893044
4.700000, -98.754318
4.750000, -99.058304
4.800000, -98.375702
4.850000, -109.398834
4.900000, -107.618561
4.950000, -105.033165
5.000000, -112.994797
5.050000, -92.248604
5.100000, -93.862617
5.150000, -117.605690
5.200000, -107.470451
5.250000, -98.355362
5.300000, -102.045532
5.350000, -103.381821
5.400000, -102.324036
5.450000, -102.373611
5.500000, -116.135139
5.550000, -112.729767
5.600000, -97.405159
5.650000, -106.287605
5.700000, -107.547867
5.750000, -105.064026
5.800000, -108.690216
5.850000, -99.954292
5.900000, -109.018402
5.950000, -113.047554
6.000000, -96.409805
6.050000, -106.635483
6.100000, -112.271347
6.150000, -95.509979
6.200000, -98.855621
6.250000, -110.966301
6.300000, -108.319618
6.350000, -103.088547
6.400000, -108.624557
6.450000, -107.319244
6.500000, -99.409538
6.550000, -109.916931
6.600000, -108.137611
6.650000, -93.515594
6.700000, -105.456261
6.750000, -107.613937
6.800000, -93.562546
6.850000, -103.824303
6.900000, -108.973366
6.950000, -95.737419
7.000000, -100.882065
7.050000, -109.946404
7.100000, -100.796188
7.150000, -95.707657
7.200000, -101.430511
7.250000, -104.684525
7.300000, -101.855812
7.350000, -98.084534
7.400000, -100.634880
7.450000, -105.375954
7.500000, -99.980415
7.550000, -94.428528
7.600000, -99.057648
7.650000, -96.146301
7.700000, -97.615646
7.750000, -108.610550
7.800000, -100.729950
7.850000, -97.347565
7.900000, -105.405540
7.950000, -97.740433
8.000000, -95.974228
8.050000, -102.313362
8.100000, -98.524742
8.150000, -96.941139
8.200000, -98.152161
8.250000, -96.921104
8.300000, -100.040939
8.350000, -103.872147
8.400000, -100.531189
8.450000, -95.990868
8.500000, -97.426117
8.550000, -102.659607
8.600000, -102.470886
8.650000, -98.276634
8.700000, -103.461075
8.750000, -102.358711
8.800000, -95.649612
8.850000, -103.805740
8.900000, -102.648994
8.950000, -97.436920
9.000000, -105.071312
