X-Waveform
0.000000, 19.375103
0.050000, 56.759357
0.100000, 51.910946
0.150000, 26.108498
0.200000, 42.296051
0.250000, 46.112030
0.300000, 29.481964
0.350000, 40.446587
0.400000, 51.895176
0.450000, 55.620239
0.500000, 55.968838
0.550000, 39.302677
0.600000, 30.194389
0.650000, 52.915169
0.700000, 66.160881
0.750000, 42.809200
0.800000, 31.715672
0.850000, 40.549492
0.900000, 44.194557
0.950000, 35.328430
1.000000, 30.405045
1.050000, 49.834316
1.100000, 44.024643
1.150000, 30.059124
1.200000, 50.456512
1.250000, 49.646420
1.300000, 36.610802
1.350000, 39.690212
1.400000, 39.643173
1.450000, 38.248184
1.500000, 34.313263
1.550000, 36.048798
1.600000, 48.351570
1.650000, 30.555557
1.700000, -39.454926
1.750000, -151.188721
1.800000, -346.993652
1.850000, -464.605286
1.900000, -100.028915
1.950000, 338.298431
2.000000, 237.058533
2.050000, 187.565994
2.100000, 345.491486
2.150000, 226.387817
2.200000, 7.530056
2.250000, -113.155334
2.300000, -14.629654
2.350000, 113.105888
2.400000, 54.907001
2.450000, -126.196884
2.500000, -233.776840
2.550000, 43.542931
2.600000, 21.213989
2.650000, 14.379700
2.700000, 457.163574
2.750000, 80.070862
2.800000, -22.902802
2.850000, 402.381592
2.900000, -46.484016
2.950000, -20.741150
3.000000, 193.624695
3.050000, -88.896683
3.100000, 96.161560
3.150000, 96.824692
3.200000, 4.705643
3.250000, 81.829422
3.300000, 36.738174
3.350000, 121.381172
3.400000, 28.845135
3.450000, 55.587219
3.500000, 106.748703
3.550000, -55.896530
3.600000, 93.781746
3.650000, 101.734291
3.700000, 15.954369
3.750000, 132.476288
3.800000, 84.609955
3.850000, 21.382471
3.900000, 24.524462
3.950000, 79.602264
4.000000, 98.033936
4.050000, 64.368523
4.100000, 110.733635
4.150000, 63.019390
4.200000, 63.381813
4.250000, 89.428772
4.300000, 27.664268
4.350000, 94.592476
4.400000, 81.338516
4.450000, 22.636482
4.500000, 71.074463
4.550000, 50.916916
4.600000, 74.304886
4.650000, 98.057755
4.700000, 59.299911
4.750000, 62.840359
4.800000, 43.438782
4.850000, 61.538956
4.900000, 86.142715
4.950000, 39.520149
5.000000, 31.898426
5.050000, 69.958206
5.100000, 68.923843
5.150000, 23.522499
5.200000, 35.217052
5.250000, 58.223236
5.300000, 47.405624
5.350000, 70.010971
5.400000, 57.248722
5.450000, 46.983185
5.500000, 61.763477
5.550000, 51.928978
5.600000, 42.868763
5.650000, 19.568729
5.700000, 54.796883
5.750000, 84.576721
5.800000, 33.082230
5.850000, 40.751610
5.900000, 65.804070
5.950000, 40.350182
6.000000, 45.112564
6.050000, 69.107010
6.100000, 38.843544
6.150000, 15.206656
6.200000, 59.068150
6.250000, 68.637283
6.300000, 46.378452
6.350000, 39.456287
6.400000, 33.457504
6.450000, 61.114243
6.500000, 62.483841
6.550000, 38.874302
