Sample Time, Accel_x, Accel_y, Accel_z, Gyro_x, Gyro_y, Gyro_z, Magneto_x, Magneto_y, Magneto_z
0.000000, 19.375103, -145.900406, 263.031708, 8.000000, -4.000000, -2.000000, -52.000000, -264.000000
0.050000, 56.759357, -423.581085, 763.754883, 2.000000, 0.000000, -7.000000, -60.000000, -264.000000
0.100000, 51.910946, -417.956879, 753.951172, 2.000000, 2.000000, 4.000000, -48.000000, -268.000000
0.150000, 26.108498, -279.688293, 514.348267, 6.000000, -8.000000, -1.000000, -48.000000, -261.000000
0.200000, 42.296051, -368.589935, 683.778015, 8.000000, 0.000000, 7.000000, -51.000000, -261.000000
0.250000, 46.112030, -371.394073, 671.237122, 2.000000, 8.000000, 12.000000, -57.000000, -267.000000
0.300000, 29.481964, -323.162140, 573.490112, 12.000000, 5.000000, -1.000000, -51.000000, -258.000000
0.350000, 40.446587, -371.097412, 678.004822, 6.000000, 3.000000, -23.000000, -55.000000, -262.000000
0.400000, 51.895176, -344.533356, 629.760864, -1.000000, 5.000000, -3.000000, -54.000000, -258.000000
0.450000, 55.620239, -351.194122, 630.832642, 10.000000, 3.000000, -1.000000, -54.000000, -264.000000
0.500000, 55.968838, -356.389496, 646.415466, 0.000000, 7.000000, 0.000000, -52.000000, -262.000000
0.550000, 39.302677, -341.370728, 623.139648, 11.000000, 3.000000, 11.000000, -46.000000, -262.000000
0.600000, 30.194389, -364.860107, 667.317017, 6.000000, -1.000000, -7.000000, -51.000000, -262.000000
0.650000, 52.915169, -339.534424, 618.378296, 0.000000, -19.000000, 4.000000, -54.000000, -264.000000
0.700000, 66.160881, -350.336456, 625.783142, -1.000000, 5.000000, -11.000000, -51.000000, -259.000000
0.750000, 42.809200, -355.687805, 639.951294, 0.000000, 7.000000, 8.000000, -48.000000, -267.000000
0.800000, 31.715672, -338.595856, 610.927795, 0.000000, 2.000000, -11.000000, -58.000000, -265.000000
0.850000, 40.549492, -359.425537, 636.826355, 14.000000, 7.000000, 2.000000, -48.000000, -265.000000
0.900000, 44.194557, -341.422607, 621.219421, 7.000000, 10.000000, 7.000000, -43.000000, -267.000000
0.950000, 35.328430, -347.748413, 641.940308, 14.000000, 1.000000, -11.000000, -48.000000, -256.000000
